"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4"
3977,0,450,1,57,0,0,0,1,294,3253,1489,3,"Jack kicked the football to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3978,0,450,1,58,1,0,0,0,0,0,1733,16,"Steve lavished you with praise"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3979,0,450,1,59,0,0,1,0,397,3706,1448,50,"Jim pretended the stew to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3980,0,450,1,60,0,1,0,0,0,0,1422,23,"You dealt the cards to Mark"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3981,0,450,1,61,1,0,1,1,0,0,1477,60,"Sally ate you the teacup"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3982,0,450,1,62,0,0,0,0,0,0,1534,2,"Helen awarded a medal to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3983,0,450,1,63,0,1,1,0,453,2490,1520,63,"You confessed the tray to John"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3984,0,450,1,64,0,1,1,1,0,0,1537,64,"You devoted the song Jenni"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3985,0,450,1,65,0,1,1,0,454,2916,1604,69,"You forged the chair to George"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3986,0,450,1,66,0,0,1,1,0,0,1236,44,"Brett saw you the bridge"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3987,0,450,1,67,0,0,0,1,467,3392,1704,10,"Adam conveyed the message to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3988,0,450,1,68,0,1,1,1,0,0,1379,66,"You drank the house to Joe"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3989,0,450,1,69,1,0,0,1,445,2063,1746,12,"Tiana devoted her time to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3990,0,450,1,70,1,1,1,1,0,0,1491,79,"You transferred the chance Steve"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3991,0,450,1,71,1,1,1,1,0,0,1396,78,"You told the kiss to Ian"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3992,0,450,1,72,1,1,1,1,0,0,1513,76,"You sugared Alex the floor"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3993,0,450,1,73,0,0,0,0,0,0,1926,7,"Sally slid you the cafeteria tray"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3994,0,450,1,74,0,0,1,1,0,0,1333,47,"Hector played the cake to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3995,0,450,1,75,1,1,0,1,489,3113,1270,38,"You paid Amanda tribute"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3996,0,450,1,76,0,0,1,0,443,3496,1599,49,"Jeff swallowed the cash to you"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3997,0,450,1,77,1,0,0,0,0,0,1472,20,"Andy pitched you the idea"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3998,0,450,1,78,0,1,1,1,0,0,1680,65,"You dispensed icecream Sandra"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
3999,0,450,1,79,0,0,1,1,0,0,1215,46,"Gabe grabbed you to the vase"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
4000,0,450,1,80,1,1,1,1,0,0,1471,80,"You wrote Dave to the pencil"," 06/23/2017","  Grammar and comprehension "," y"," y"," y"
4001,1,451,3,1,1,1,1,0,358,2442,1633,73,"You reduced the land to Tiana"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4002,0,451,3,2,1,0,0,0,0,0,1304,18,"Amanda paid you tribute"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4003,0,451,3,3,0,1,1,1,0,0,1520,63,"You confessed the tray to John"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4004,0,451,3,4,1,1,1,1,0,0,1471,80,"You wrote Dave to the pencil"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4005,0,451,3,5,1,1,1,1,0,0,1396,78,"You told the kiss to Ian"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4006,0,451,3,6,1,0,0,1,378,2526,1501,12,"Mike sold the land to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4007,0,451,3,7,1,1,1,0,358,2339,1648,75,"You sneezed baseball to Shawn"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4008,0,451,3,8,0,0,1,0,469,2444,1215,46,"Gabe grabbed you to the vase"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4009,0,451,3,9,0,1,0,1,484,2707,1439,26,"You bought Christine ice cream"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4010,0,451,3,10,0,1,1,0,417,3068,1379,66,"You drank the house to Joe"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4011,0,451,3,11,0,0,1,1,0,0,1291,45,"Courtney snuggled you the water"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4012,0,451,3,12,1,1,0,1,426,2470,1307,38,"You blew your sister a kiss"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4013,0,451,3,13,0,1,1,1,0,0,1403,61,"You bestowed the message Mike"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4014,0,451,3,14,0,1,1,0,456,2749,1409,70,"You gave the earing Susan"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4015,0,451,3,15,0,1,0,1,468,2372,1483,23,"You kicked the football to Jack"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4016,0,451,3,16,1,0,1,0,425,2154,1623,59,"Tom slept the marble to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4017,0,451,3,17,1,0,0,0,0,0,1647,16,"Dan confessed his secret to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4018,0,451,3,18,0,1,1,1,0,0,1329,62,"You blew a lesson to Liz"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4019,0,451,3,19,0,0,0,1,462,3571,1523,7,"Joe kicked you the soccer ball"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4020,0,451,3,20,0,1,0,1,392,2862,1744,30,"You conveyed the message to Adam"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4021,0,451,3,21,1,0,0,1,408,2233,1371,20,"Your family sent you regards"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4022,0,451,3,22,1,0,0,1,347,2900,1874,13,"Sara transmitted the orders to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4023,0,451,3,23,0,0,0,1,394,2676,1347,9,"Mike rolled you the marble"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4024,0,451,3,24,1,0,1,0,265,2077,1158,54,"Mark treated you the car"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4025,0,451,3,25,1,1,1,1,0,0,1513,76,"You sugared Alex the floor"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4026,0,451,3,26,1,1,0,1,258,3066,1390,34,"You sang Jenni a song"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4027,0,451,3,27,1,0,1,0,403,2964,1408,51,"Joe sang the cards to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4028,0,451,3,28,1,0,1,1,0,0,1268,52,"Katie ate the pizza to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4029,0,451,3,29,1,0,0,0,0,0,2184,14,"The policeman radioed the message to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4030,0,451,3,30,0,1,0,0,0,0,1321,24,"You drove the car to Amber"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4031,0,451,3,31,1,1,0,1,374,2937,1579,37,"You offered Chris some writing tips"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4032,0,451,3,32,1,1,1,0,349,2996,1410,72,"You pitched the story Andy"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4033,0,451,3,33,0,0,1,0,494,2922,1599,49,"Jeff swallowed the cash to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4034,0,451,3,34,1,1,1,1,0,0,1424,77,"You taught her time to Anna"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4035,0,451,3,35,0,1,0,0,0,0,2109,27,"You slid Sally the cafeteria tray"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4036,0,451,3,36,1,0,1,0,277,2623,1363,57,"Sam received cookies to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4037,0,451,3,37,0,0,1,0,483,2434,1364,43,"Andrea heard you the chicken"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4038,0,451,3,38,1,1,0,0,0,0,1837,31,"You bestowed the honor upon Art"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4039,0,451,3,39,0,0,1,1,0,0,1314,41,"Al poured the horse to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4040,0,451,3,40,0,0,0,1,519,2764,1579,5,"Katie handed the puppy to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4041,0,451,3,41,0,0,0,1,466,2363,1646,1,"Alex forked over the cash to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4042,0,451,3,42,1,1,0,0,0,0,1796,36,"You lavished Steve with praise"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4043,0,451,3,43,0,0,0,1,670,2537,1693,4,"Jeff entrusted the key to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4044,0,451,3,44,1,1,0,0,0,0,1507,40,"You pitched Andy the idea"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4045,0,451,3,45,1,0,0,1,276,2988,2138,15,"Anna transferred responsibility to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4046,0,451,3,46,1,0,0,0,0,0,1002,11,"Heather slipped you a note"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4047,0,451,3,47,1,0,1,1,0,0,1619,58,"Theresa smoked you the idea"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4048,0,451,3,48,0,1,0,1,378,2151,1746,25,"You dispensed the rations to Kelly"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4049,0,451,3,49,1,0,0,1,327,1842,1277,19,"Liz told you the story"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4050,0,451,3,50,1,0,1,0,257,2170,1731,53,"Kelly hindered the rubber band to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4051,0,451,3,51,0,0,1,0,394,2094,1448,50,"Jim pretended the stew to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4052,0,451,3,52,0,0,0,1,375,2308,1233,6,"Diane threw you the pen"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4053,0,451,3,53,0,1,0,0,0,0,1293,29,"You hit Paul the baseball"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4054,0,451,3,54,1,0,1,1,0,0,1388,56,"Sally thought the marble to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4055,0,451,3,55,0,0,0,1,309,2302,1460,3,"Mark dealt the cards to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4056,0,451,3,56,1,1,1,1,0,0,1392,74,"You saw the cow the base ball"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4057,0,451,3,57,0,1,1,0,405,2977,1537,64,"You devoted the song Jenni"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4058,0,451,3,58,1,1,0,1,281,1772,1126,39,"You taught him a lesson"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4059,0,451,3,59,0,1,1,0,345,2368,1680,65,"You dispensed icecream Sandra"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4060,0,451,3,60,0,0,1,0,324,2300,1291,48,"Jack thought you the ice cream"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4061,0,451,3,61,1,1,0,1,292,2591,1635,35,"You gave Jesse another chance"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4062,0,451,3,62,1,1,0,1,299,2100,1639,33,"You dedicated the song to John"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4063,0,451,3,63,0,1,0,0,0,0,1485,22,"You awarded a medal to Helen"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4064,0,451,3,64,1,0,1,0,241,2379,1477,60,"Sally ate you the teacup"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4065,0,451,3,65,0,1,1,0,255,2501,1440,67,"You dreamt your dad a soccer ball"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4066,0,451,3,66,0,0,0,0,0,0,1623,8,"Shawn shot you the rubber band"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4067,0,451,3,67,0,1,1,0,457,2638,1604,69,"You forged the chair to George"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4068,0,451,3,68,0,0,0,1,376,3248,1684,2,"Vincent donated money to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4069,0,451,3,69,0,1,1,0,321,3019,1584,68,"You drove the land to China"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4070,0,451,3,70,1,1,1,0,261,2616,1491,79,"You transferred the chance Steve"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4071,0,451,3,71,0,0,1,0,326,2624,1333,47,"Hector played the cake to you"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4072,0,451,3,72,1,0,0,0,0,0,1724,17,"You received the complaint from Ian"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4073,0,451,3,73,1,1,1,0,335,3049,1861,71,"You lavished the responsibility Dan"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4074,0,451,3,74,0,1,0,1,346,1856,1681,21,"You delivered the Pizza to Andy"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4075,0,451,3,75,0,0,1,1,0,0,1236,44,"Brett saw you the bridge"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4076,0,451,3,76,0,0,0,1,445,2828,1473,10,"Your dad poured you some water"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4077,0,451,3,77,1,0,1,0,261,2393,1232,55,"Paul followed you the puppy"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4078,0,451,3,78,0,1,0,1,324,3265,1511,28,"You handed Courtney the notebook"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4079,0,451,3,79,1,1,0,1,347,2055,1647,32,"You devoted your time to Tiana"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4080,0,451,3,80,0,0,1,0,319,2245,1129,42,"Amber dealt you the tree"," 06/23/2017","   IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.} "," n"," y"," y"
4081,1,452,2,1,0,1,0,0,0,0,1407,40,"You sent your family regards"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4082,0,452,2,2,1,0,1,0,420,1689,1268,52,"Katie ate the pizza to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4083,0,452,2,3,0,1,0,1,474,2727,2034,35,"You transferred responsibility to Anna"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4084,0,452,2,4,1,1,0,0,0,0,1936,21,"You forked over the cash to Alex"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4085,0,452,2,5,1,1,1,1,0,0,1633,73,"You reduced the land to Tiana"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4086,0,452,2,6,0,0,0,1,507,1967,1390,18,"Your sister blew you a kiss"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4087,0,452,2,7,1,0,0,1,532,1978,1489,3,"Jack kicked the football to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4088,0,452,2,8,1,0,0,1,553,2832,1875,5,"Kelly dispensed the rations to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4089,0,452,2,9,1,0,1,0,1018,2424,1408,51,"Joe sang the cards to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4090,0,452,2,10,0,1,0,1,487,2189,1182,31,"You slipped Heather a note"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4091,0,452,2,11,0,1,0,1,476,2024,1270,38,"You paid Amanda tribute"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4092,0,452,2,12,0,1,0,1,1104,2378,1600,36,"You confessed your secret to Dan"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4093,0,452,2,13,0,1,1,1,0,0,1440,67,"You dreamt your dad a soccer ball"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4094,0,452,2,14,1,1,0,1,397,2481,1364,29,"You rolled Mike the marble"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4095,0,452,2,15,0,1,1,0,602,2632,1604,69,"You forged the chair to George"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4096,0,452,2,16,1,1,0,1,346,2628,1427,30,"You poured your dad some water"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4097,0,452,2,17,0,0,1,0,344,2647,1291,48,"Jack thought you the ice cream"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4098,0,452,2,18,0,0,0,0,0,0,1508,17,"Chris offered you some writing tips"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4099,0,452,2,19,0,0,0,0,0,0,1733,16,"Steve lavished you with praise"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4100,0,452,2,20,1,0,0,1,466,2010,1559,8,"Courtney handed you the notebook"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4101,0,452,2,21,0,0,1,0,522,1626,1215,46,"Gabe grabbed you to the vase"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4102,0,452,2,22,1,0,1,0,371,2074,1363,57,"Sam received cookies to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4103,0,452,2,23,1,0,0,1,1290,2746,1704,10,"Adam conveyed the message to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4104,0,452,2,24,1,1,0,0,0,0,1645,27,"You kicked Joe the soccer ball"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4105,0,452,2,25,1,0,0,1,343,2402,1534,2,"Helen awarded a medal to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4106,0,452,2,26,0,0,1,0,455,1963,1129,42,"Amber dealt you the tree"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4107,0,452,2,27,0,0,0,1,484,1794,1369,14,"Jenni sang you a song"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4108,0,452,2,28,0,1,0,1,500,2304,1856,33,"You transmitted the orders to Sara"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4109,0,452,2,29,0,1,1,1,0,0,1403,61,"You bestowed the message Mike"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4110,0,452,2,30,1,1,0,1,491,1858,1637,22,"You donated money to Vincent"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4111,0,452,2,31,1,1,0,1,445,2720,1634,24,"You entrusted the key to Jeff"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4112,0,452,2,32,1,1,0,0,0,0,1567,25,"You handed the puppy to Katie"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4113,0,452,2,33,1,1,0,1,697,2228,1422,23,"You dealt the cards to Mark"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4114,0,452,2,34,1,0,0,1,521,2109,1503,1,"Andy delivered the pizza to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4115,0,452,2,35,0,1,0,1,731,2254,1724,37,"Ian received the complaint from you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4116,0,452,2,36,1,0,1,1,0,0,1619,58,"Theresa smoked you the idea"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4117,0,452,2,37,0,0,0,1,494,2068,1696,13,"John dedicated the song to you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4118,0,452,2,38,1,0,1,1,0,0,1232,55,"Paul followed you the puppy"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
4119,0,452,2,39,0,0,0,1,811,2304,1805,11,"Art bestowed the honor upon you"," 06/26/2017","  I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION  "," n"," y"," y"
