"ID","CueDirection","SentenceDirection","MoveTime","Grupo","SentDur"
458,1,0,246,Grupo A,1534
458,1,1,244,Grupo A,1427
458,0,1,314,Grupo A,1310
458,0,1,335,Grupo A,2034
458,1,0,276,Grupo A,1433
458,1,1,314,Grupo A,1620
458,1,0,339,Grupo A,1559
458,0,1,317,Grupo A,1600
458,0,0,343,Grupo A,1390
458,0,0,305,Grupo A,1508
458,1,1,345,Grupo A,1567
458,1,0,342,Grupo A,1875
458,0,0,360,Grupo A,1022
458,0,1,384,Grupo A,1270
458,1,1,298,Grupo A,1186
458,0,0,314,Grupo A,1369
458,1,0,290,Grupo A,1704
458,1,0,263,Grupo A,1396
458,0,0,354,Grupo A,1472
458,0,1,463,Grupo A,1371
458,0,0,310,Grupo A,1698
458,1,1,247,Grupo A,1637
458,0,0,316,Grupo A,1746
458,1,0,329,Grupo A,1503
458,0,1,296,Grupo A,1856
458,0,0,354,Grupo A,1696
458,1,0,269,Grupo A,1489
458,0,0,298,Grupo A,1733
458,1,1,300,Grupo A,1422
458,1,1,278,Grupo A,1645
458,0,1,342,Grupo A,2065
458,0,1,271,Grupo A,1407
459,0,0,400,Grupo A,1460
459,0,0,219,Grupo A,1579
459,1,1,267,Grupo A,1307
459,0,1,350,Grupo A,1511
459,1,1,387,Grupo A,1635
459,1,0,397,Grupo A,1724
459,0,1,335,Grupo A,2109
459,1,0,530,Grupo A,1647
459,1,0,399,Grupo A,1371
459,1,1,389,Grupo A,1579
459,1,1,305,Grupo A,1647
459,0,1,292,Grupo A,1681
459,1,0,350,Grupo A,1277
459,1,1,344,Grupo A,1390
459,0,1,331,Grupo A,1483
459,0,1,250,Grupo A,1439
459,0,0,344,Grupo A,1684
459,0,0,301,Grupo A,1646
459,0,0,335,Grupo A,1347
459,0,0,341,Grupo A,1523
459,0,0,308,Grupo A,1233
459,1,0,404,Grupo A,1304
459,0,1,384,Grupo A,1321
459,0,0,289,Grupo A,1473
459,1,0,441,Grupo A,2184
459,1,0,357,Grupo A,2138
459,0,1,312,Grupo A,1293
459,1,0,331,Grupo A,1874
459,1,1,347,Grupo A,1639
459,1,1,312,Grupo A,1126
460,1,0,221,Grupo A,1684
460,0,0,336,Grupo A,1371
460,0,1,271,Grupo A,1639
460,0,0,276,Grupo A,1874
460,0,1,266,Grupo A,1390
460,0,0,191,Grupo A,1304
460,1,0,229,Grupo A,1693
460,0,0,242,Grupo A,1501
460,0,1,274,Grupo A,1647
460,1,1,219,Grupo A,1746
460,1,1,236,Grupo A,1485
460,0,0,269,Grupo A,2138
460,1,1,257,Grupo A,1439
460,1,1,227,Grupo A,1511
460,1,0,240,Grupo A,1347
460,1,1,203,Grupo A,1321
460,0,1,217,Grupo A,1579
460,0,1,284,Grupo A,1635
460,0,0,350,Grupo A,1647
460,1,0,331,Grupo A,1579
460,1,1,244,Grupo A,1744
460,0,0,264,Grupo A,1277
460,0,1,291,Grupo A,1126
460,1,1,297,Grupo A,1681
460,0,0,289,Grupo A,1724
