"ptid","CueDirection","SentenceDirection","LiftOffLatency","Grupo","SentDur"
454,0,0,3014,Grupo A,2184
454,0,0,1795,Grupo A,1371
454,1,0,1830,Grupo A,1473
454,0,0,1476,Grupo A,1002
454,0,1,1996,Grupo A,1639
454,1,1,1985,Grupo A,1293
454,1,1,2036,Grupo A,1681
454,0,1,1917,Grupo A,1635
454,0,0,1533,Grupo A,1277
454,1,1,1829,Grupo A,1511
454,0,1,2383,Grupo A,1647
454,0,1,2874,Grupo A,1579
454,0,0,2405,Grupo A,1501
455,1,0,1618,Grupo A,1277
455,1,1,2305,Grupo A,1635
455,1,1,2139,Grupo A,1307
455,0,0,2251,Grupo A,1523
455,0,1,2687,Grupo A,1681
455,1,0,1721,Grupo A,1304
455,0,1,2521,Grupo A,1744
455,1,1,1922,Grupo A,1507
455,1,1,2440,Grupo A,1647
455,1,1,1961,Grupo A,1579
455,0,1,2252,Grupo A,1511
455,1,0,2534,Grupo A,2184
455,0,1,2737,Grupo A,1746
455,0,0,2158,Grupo A,1693
455,0,1,2082,Grupo A,1293
455,1,0,1916,Grupo A,1647
455,1,1,2099,Grupo A,1390
455,0,0,1844,Grupo A,1623
455,1,0,2449,Grupo A,1874
455,1,0,1732,Grupo A,1371
455,1,1,1756,Grupo A,1796
455,1,0,2275,Grupo A,1501
455,1,0,1967,Grupo A,1724
455,0,1,2658,Grupo A,2109
456,0,1,3104,Grupo B,1182
456,0,1,3997,Grupo B,2034
456,0,0,3196,Grupo B,1472
456,1,1,3505,Grupo B,1422
456,1,0,4647,Grupo B,1396
456,1,1,4792,Grupo B,1427
456,0,0,2743,Grupo B,1369
456,0,1,3809,Grupo B,1407
456,1,0,3623,Grupo B,1704
456,0,0,4221,Grupo B,1696
456,0,0,4756,Grupo B,1805
456,0,1,4008,Grupo B,1856
456,1,1,4464,Grupo B,1645
456,1,0,3140,Grupo B,1534
456,1,1,4482,Grupo B,1634
456,1,0,3651,Grupo B,1875
456,0,0,4078,Grupo B,1746
456,1,1,3724,Grupo B,1364
457,1,1,3454,Grupo A,1724
457,1,0,2094,Grupo A,1369
457,0,0,1952,Grupo A,1559
457,0,1,2273,Grupo A,1634
457,0,0,2436,Grupo A,1503
457,1,1,1870,Grupo A,1600
457,1,1,2128,Grupo A,2065
457,0,1,1879,Grupo A,1567
457,0,1,1896,Grupo A,1186
457,1,1,2110,Grupo A,1856
457,0,0,2156,Grupo A,1875
457,1,0,1878,Grupo A,1696
457,0,0,1804,Grupo A,1489
457,1,0,1479,Grupo A,1022
457,0,0,4281,Grupo A,1926
457,1,0,4698,Grupo A,1805
457,1,0,2618,Grupo A,1390
457,1,1,1730,Grupo A,1371
457,1,0,1763,Grupo A,1472
457,0,1,2362,Grupo A,1645
457,1,1,1766,Grupo A,1310
457,1,1,1757,Grupo A,1270
457,1,0,2293,Grupo A,1733
457,0,0,2221,Grupo A,1704
457,0,1,1915,Grupo A,1427
457,1,1,2157,Grupo A,2034
457,1,1,1993,Grupo A,1407
457,1,0,2180,Grupo A,1746
457,1,0,1971,Grupo A,1508
457,1,0,2006,Grupo A,1698
457,0,1,1927,Grupo A,1637
457,0,0,1456,Grupo A,1396
458,0,1,2027,Grupo A,1724
458,1,1,2730,Grupo A,1634
458,1,0,1800,Grupo A,1534
458,1,1,1669,Grupo A,1427
458,0,1,1443,Grupo A,1310
458,0,1,2306,Grupo A,2034
458,1,0,1745,Grupo A,1433
458,1,1,1730,Grupo A,1620
458,1,0,1991,Grupo A,1559
458,0,1,1872,Grupo A,1600
458,0,0,1842,Grupo A,1390
458,0,0,1823,Grupo A,1508
458,1,1,1815,Grupo A,1567
458,1,0,2409,Grupo A,1875
458,0,0,1292,Grupo A,1022
458,0,1,1631,Grupo A,1270
458,1,1,1675,Grupo A,1186
458,0,0,1582,Grupo A,1369
458,1,0,1757,Grupo A,1704
458,1,0,2006,Grupo A,1396
458,0,0,2331,Grupo A,1472
458,0,1,1621,Grupo A,1371
458,0,0,1540,Grupo A,1698
458,1,1,1720,Grupo A,1637
458,0,0,2013,Grupo A,1746
458,1,0,1668,Grupo A,1503
458,0,1,2031,Grupo A,1856
458,0,0,1908,Grupo A,1696
458,1,0,1954,Grupo A,1489
458,0,0,2164,Grupo A,1733
458,1,1,1737,Grupo A,1422
458,1,1,1904,Grupo A,1645
458,0,1,2251,Grupo A,2065
458,0,1,1819,Grupo A,1407
459,0,0,1888,Grupo B,1460
459,0,0,2809,Grupo B,1579
459,1,1,3507,Grupo B,1307
459,0,1,3259,Grupo B,1511
459,1,1,1931,Grupo B,1635
459,1,0,2405,Grupo B,1724
459,0,1,3245,Grupo B,2109
459,1,0,2029,Grupo B,1647
459,1,0,1902,Grupo B,1371
459,1,1,1906,Grupo B,1579
459,1,1,2260,Grupo B,1647
459,0,1,2044,Grupo B,1681
459,1,0,1610,Grupo B,1277
459,1,1,2025,Grupo B,1390
459,0,1,1900,Grupo B,1483
459,0,1,2364,Grupo B,1439
459,0,0,2229,Grupo B,1684
459,0,0,2882,Grupo B,1646
459,0,0,2201,Grupo B,1347
459,0,0,2116,Grupo B,1523
459,0,0,2505,Grupo B,1233
459,1,0,1903,Grupo B,1304
459,0,1,2243,Grupo B,1321
459,0,0,2185,Grupo B,1473
459,1,0,3239,Grupo B,2184
459,1,0,2992,Grupo B,2138
459,0,1,2561,Grupo B,1293
459,1,0,3160,Grupo B,1874
459,1,1,2131,Grupo B,1639
459,1,1,1614,Grupo B,1126
460,1,0,2954,Grupo B,1684
460,0,0,1642,Grupo B,1371
460,0,1,1887,Grupo B,1639
460,0,0,2281,Grupo B,1874
460,0,1,1778,Grupo B,1390
460,0,0,2919,Grupo B,1304
460,1,0,2109,Grupo B,1693
460,0,0,1838,Grupo B,1501
460,0,1,1847,Grupo B,1647
460,1,1,2366,Grupo B,1746
460,1,1,2657,Grupo B,1485
460,0,0,2393,Grupo B,2138
460,1,1,1702,Grupo B,1439
460,1,1,2012,Grupo B,1511
460,1,0,1826,Grupo B,1347
460,1,1,3910,Grupo B,1321
460,0,1,2273,Grupo B,1579
460,0,1,2002,Grupo B,1635
460,0,0,2173,Grupo B,1647
460,1,0,2255,Grupo B,1579
460,1,1,4078,Grupo B,1744
460,0,0,1600,Grupo B,1277
460,0,1,4141,Grupo B,1126
460,1,1,1940,Grupo B,1681
460,0,0,2341,Grupo B,1724
