Frecuencia,Orientacion,Categoria,tecla,FrecuenciaEspacial,Orden,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.7247355425039,154.03874278342,A,left,0.028623677712519502,21,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.95108260028064,None,right,0,0.1927986997179687,130.0512198000215,None,130.26825280021876,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.7239809272339,96.2937755215141,B,right,0.033619904636169505,22,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3528665001504,None,right,1,0.565941899549216,131.45293320016935,None,132.03660220000893,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.78113131452795,95.7414846680536,B,right,0.03390565657263975,23,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.12141770031303,None,left,0,0.7088350998237729,133.22144510038197,None,133.95551970042288,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.82931684277607,95.7864083159805,B,right,0.03414658421388035,24,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.04017650010064,None,right,1,0.41360409976914525,135.1405633003451,None,135.5744105000049,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.67644153938923,152.764775108236,A,left,0.02838220769694615,25,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.6419172002934,None,left,1,0.41951220016926527,136.75881210016087,None,137.2094804001972,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.64012026066103,153.685931681149,A,left,0.02820060130330515,26,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.29389230022207,None,left,1,0.8964235996827483,138.39402100024745,None,139.31174500007182,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.842829005153,98.3621884122161,B,right,0.034214145025765,27,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.3965610000305,None,right,1,0.7859872998669744,140.49645840004086,None,141.3143037003465,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.69641722135894,153.936240843423,A,left,0.028482086106794702,28,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3988606003113,None,left,1,0.7036755997687578,142.4989409004338,None,143.23378090001643,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.76713501764912,153.04471175017,A,left,0.0288356750882456,29,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.3173355003819,None,left,1,1.1769745000638068,144.41761650005355,None,145.61882360000163,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.70726741374849,155.538611445948,A,left,0.028536337068742448,30,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.70342700043693,None,left,1,0.679250699467957,146.80375410011038,None,147.50471500027925,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
