"count","ptCnt","Grupo","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff","X.2","X","X.1","Compatibilidad","X.3","X.4","X.5"
2540,0,"Grupo A",432,1,60,1,1,0,1,234,1618,1310,39,"You told Liz the story","06/12/2017","comprehension","y","y","y",308,NA,"","",1,NA,NA,NA
2541,0,"Grupo A",432,1,61,1,0,0,1,214,1699,1390,18,"Your sister blew you a kiss","06/12/2017","comprehension","y","y","y",309,NA,"","",0,NA,NA,NA
2547,0,"Grupo A",432,1,67,0,1,0,1,308,1923,1567,25,"You handed the puppy to Katie","06/12/2017","comprehension","y","y","y",356,NA,"","",0,NA,NA,NA
2548,0,"Grupo A",432,1,68,1,1,0,1,252,2479,2034,35,"You transferred responsibility to Anna","06/12/2017","comprehension","y","y","y",445,NA,"","",1,NA,NA,NA
2552,0,"Grupo A",432,1,72,1,1,0,1,269,2460,2065,34,"You radioed the message to the policeman","06/12/2017","comprehension","y","y","y",395,NA,"","",1,NA,NA,NA
2555,0,"Grupo A",432,1,75,0,1,0,1,249,1731,1364,29,"You rolled Mike the marble","06/12/2017","comprehension","y","y","y",367,NA,"","",0,NA,NA,NA
2556,0,"Grupo A",432,1,76,1,0,0,1,270,1992,1746,12,"Tiana devoted her time to you","06/12/2017","comprehension","y","y","y",246,NA,"","",0,NA,NA,NA
2557,0,"Grupo A",432,1,77,0,1,0,1,279,1802,1422,23,"You dealt the cards to Mark","06/12/2017","comprehension","y","y","y",380,NA,"","",0,NA,NA,NA
2558,0,"Grupo A",432,1,78,1,0,0,1,282,2107,1696,13,"John dedicated the song to you","06/12/2017","comprehension","y","y","y",411,NA,"","",0,NA,NA,NA
2559,0,"Grupo A",432,1,79,0,1,0,1,304,1918,1427,30,"You poured your dad some water","06/12/2017","comprehension","y","y","y",491,NA,"","",0,NA,NA,NA
2560,0,"Grupo A",432,1,80,1,0,0,1,366,1444,1022,19,"He taught you a lesson","06/12/2017","comprehension","y","y","y",422,NA,"","",0,NA,NA,NA
2562,0,"Grupo A",433,3,2,0,0,0,1,145,2087,1684,2,"Vincent donated money to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","403",NA,NA,"","1",1,NA,NA,NA
2564,0,"Grupo A",433,3,4,1,0,0,1,191,1652,1501,12,"Mike sold the land to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","151",NA,NA,"","0",0,NA,NA,NA
2565,0,"Grupo A",433,3,5,0,1,0,1,94,1946,1511,28,"You handed Courtney the notebook","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","435",NA,NA,"","0",0,NA,NA,NA
2567,0,"Grupo A",433,3,7,0,0,0,1,16,1915,1579,5,"Katie handed the puppy to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","336",NA,NA,"","1",1,NA,NA,NA
2568,0,"Grupo A",433,3,8,1,1,0,1,254,2042,1579,37,"You offered Chris some writing tips","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","463",NA,NA,"","1",1,NA,NA,NA
2570,0,"Grupo A",433,3,10,1,1,0,1,217,2491,1796,36,"You lavished Steve with praise","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","695",NA,NA,"","1",1,NA,NA,NA
2571,0,"Grupo A",433,3,11,0,0,0,1,177,2195,1646,1,"Alex forked over the cash to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","549",NA,NA,"","1",1,NA,NA,NA
2574,0,"Grupo A",433,3,14,0,1,0,1,134,2287,1744,30,"You conveyed the message to Adam","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","543",NA,NA,"","0",0,NA,NA,NA
2575,0,"Grupo A",433,3,15,0,1,0,1,47,4597,1321,24,"You drove the car to Amber","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","3276",NA,NA,"","0",0,NA,NA,NA
2576,0,"Grupo A",433,3,16,0,1,0,1,132,2717,1746,25,"You dispensed the rations to Kelly","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","971",NA,NA,"","0",0,NA,NA,NA
2578,0,"Grupo A",433,3,18,1,0,0,1,246,1907,1371,20,"Your family sent you regards","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","536",NA,NA,"","0",0,NA,NA,NA
2579,0,"Grupo A",433,3,19,0,1,0,1,169,3358,1293,29,"You hit Paul the baseball","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","2065",NA,NA,"","0",0,NA,NA,NA
2581,0,"Grupo A",433,3,21,1,1,0,1,192,1354,1126,39,"You taught him a lesson","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","228",NA,NA,"","1",1,NA,NA,NA
2583,0,"Grupo A",433,3,23,1,1,0,1,231,2008,1639,33,"You dedicated the song to John","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","369",NA,NA,"","1",1,NA,NA,NA
2584,0,"Grupo A",433,3,24,1,1,0,1,208,1770,1390,34,"You sang Jenni a song","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","380",NA,NA,"","1",1,NA,NA,NA
2585,0,"Grupo A",433,3,25,1,0,0,1,149,4160,2184,14,"The policeman radioed the message to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","1976",NA,NA,"","0",0,NA,NA,NA
2587,0,"Grupo A",433,3,27,1,1,0,1,200,1924,1635,35,"You gave Jesse another chance","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","289",NA,NA,"","1",1,NA,NA,NA
2588,0,"Grupo A",433,3,28,1,1,0,1,243,1843,1647,32,"You devoted your time to Tiana","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","196",NA,NA,"","1",1,NA,NA,NA
2598,0,"Grupo A",433,3,38,0,1,0,1,203,2415,1439,26,"You bought Christine ice cream","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","976",NA,NA,"","0",0,NA,NA,NA
2601,0,"Grupo A",433,3,41,0,1,0,1,300,1629,1485,22,"You awarded a medal to Helen","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","144",NA,NA,"","0",0,NA,NA,NA
2603,0,"Grupo A",433,3,43,0,0,0,1,371,1647,1523,7,"Joe kicked you the soccer ball","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","124",NA,NA,"","1",1,NA,NA,NA
2604,0,"Grupo A",433,3,44,1,0,0,1,296,2010,1724,17,"You received the complaint from Ian","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","286",NA,NA,"","0",0,NA,NA,NA
2607,0,"Grupo A",433,3,47,1,0,0,1,266,1580,1304,18,"Amanda paid you tribute","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","276",NA,NA,"","0",0,NA,NA,NA
2611,0,"Grupo A",433,3,51,0,1,0,1,196,2398,1483,23,"You kicked the football to Jack","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","915",NA,NA,"","0",0,NA,NA,NA
2613,0,"Grupo A",433,3,53,0,0,0,1,284,2135,1623,8,"Shawn shot you the rubber band","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","512",NA,NA,"","1",1,NA,NA,NA
2616,0,"Grupo A",433,3,56,1,0,0,1,220,2274,1874,13,"Sara transmitted the orders to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","400",NA,NA,"","0",0,NA,NA,NA
2618,0,"Grupo A",433,3,58,0,0,0,1,312,2479,1693,4,"Jeff entrusted the key to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","786",NA,NA,"","1",1,NA,NA,NA
2621,0,"Grupo A",433,3,61,0,0,0,1,254,1607,1347,9,"Mike rolled you the marble","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","260",NA,NA,"","1",1,NA,NA,NA
2622,0,"Grupo A",433,3,62,1,0,0,1,209,1316,1002,11,"Heather slipped you a note","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","314",NA,NA,"","0",0,NA,NA,NA
2625,0,"Grupo A",433,3,65,0,0,0,1,312,1731,1473,10,"Your dad poured you some water","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","258",NA,NA,"","1",1,NA,NA,NA
2626,0,"Grupo A",433,3,66,0,0,0,1,292,1509,1460,3,"Mark dealt the cards to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","49",NA,NA,"","1",1,NA,NA,NA
2629,0,"Grupo A",433,3,69,1,1,0,1,258,1955,1507,40,"You pitched Andy the idea","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","448",NA,NA,"","1",1,NA,NA,NA
2630,0,"Grupo A",433,3,70,1,0,0,1,230,1970,1647,16,"Dan confessed his secret to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","323",NA,NA,"","0",0,NA,NA,NA
2634,0,"Grupo A",433,3,74,1,1,0,1,211,3148,1837,31,"You bestowed the honor upon Art","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","1311",NA,NA,"","1",1,NA,NA,NA
2636,0,"Grupo A",433,3,76,0,1,0,1,222,1823,1681,21,"You delivered the Pizza to Andy","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","142",NA,NA,"","0",0,NA,NA,NA
2637,0,"Grupo A",433,3,77,1,0,0,1,242,2180,2138,15,"Anna transferred responsibility to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","42",NA,NA,"","0",0,NA,NA,NA
2638,0,"Grupo A",433,3,78,0,1,0,1,295,2580,2109,27,"You slid Sally the cafeteria tray","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","471",NA,NA,"","0",0,NA,NA,NA
2643,0,"Grupo A",434,1,3,0,0,0,1,273,1622,1503,1,"Andy delivered the pizza to you","06/13/2017","comprehension","n","n","n",119,NA,"","",1,NA,NA,NA
2645,0,"Grupo A",434,1,5,1,0,0,1,319,1609,1698,15,"Jesse gave you another chance","06/13/2017","comprehension","n","n","n",-89,NA,"","",0,NA,NA,NA
2650,0,"Grupo A",434,1,10,1,0,0,1,353,2146,1390,18,"Your sister blew you a kiss","06/13/2017","comprehension","n","n","n",756,NA,"","",0,NA,NA,NA
2651,0,"Grupo A",434,1,11,1,0,0,1,289,1880,1696,13,"John dedicated the song to you","06/13/2017","comprehension","n","n","n",184,NA,"","",0,NA,NA,NA
2653,0,"Grupo A",434,1,13,0,1,0,1,324,2517,1634,24,"You entrusted the key to Jeff","06/13/2017","comprehension","n","n","n",883,NA,"","",0,NA,NA,NA
2655,0,"Grupo A",434,1,15,1,0,0,1,312,2007,1472,20,"Andy pitched you the idea","06/13/2017","comprehension","n","n","n",535,NA,"","",0,NA,NA,NA
2657,0,"Grupo A",434,1,17,0,0,0,1,358,2127,1396,6,"Christine bought you ice cream","06/13/2017","comprehension","n","n","n",731,NA,"","",1,NA,NA,NA
2659,0,"Grupo A",434,1,19,1,0,0,1,414,1751,1369,14,"Jenni sang you a song","06/13/2017","comprehension","n","n","n",382,NA,"","",0,NA,NA,NA
2660,0,"Grupo A",434,1,20,1,1,0,1,302,1863,1600,36,"You confessed your secret to Dan","06/13/2017","comprehension","n","n","n",263,NA,"","",1,NA,NA,NA
2665,0,"Grupo A",434,1,25,0,1,0,1,328,1867,1620,28,"You shot Shawn the rubber band","06/13/2017","comprehension","n","n","n",247,NA,"","",0,NA,NA,NA
2667,0,"Grupo A",434,1,27,0,1,0,1,319,2494,1422,23,"You dealt the cards to Mark","06/13/2017","comprehension","n","n","n",1072,NA,"","",0,NA,NA,NA
2668,0,"Grupo A",434,1,28,1,1,0,1,327,2250,2034,35,"You transferred responsibility to Anna","06/13/2017","comprehension","n","n","n",216,NA,"","",1,NA,NA,NA
2670,0,"Grupo A",434,1,30,0,1,0,1,341,1920,1567,25,"You handed the puppy to Katie","06/13/2017","comprehension","n","n","n",353,NA,"","",0,NA,NA,NA
2671,0,"Grupo A",434,1,31,1,1,0,1,284,2193,2065,34,"You radioed the message to the policeman","06/13/2017","comprehension","n","n","n",128,NA,"","",1,NA,NA,NA
2672,0,"Grupo A",434,1,32,0,1,0,1,258,1815,1427,30,"You poured your dad some water","06/13/2017","comprehension","n","n","n",388,NA,"","",0,NA,NA,NA
2679,0,"Grupo A",434,1,39,0,0,0,1,295,1742,1322,9,"Paul hit you the baseball","06/13/2017","comprehension","n","n","n",420,NA,"","",1,NA,NA,NA
2680,0,"Grupo A",434,1,40,1,0,0,1,314,1543,1022,19,"He taught you a lesson","06/13/2017","comprehension","n","n","n",521,NA,"","",0,NA,NA,NA
2684,0,"Grupo A",434,1,44,0,0,0,1,270,1828,1704,10,"Adam conveyed the message to you","06/13/2017","comprehension","n","n","n",124,NA,"","",1,NA,NA,NA
2686,0,"Grupo A",434,1,46,0,1,0,1,318,2310,1637,22,"You donated money to Vincent","06/13/2017","comprehension","n","n","n",673,NA,"","",0,NA,NA,NA
2690,0,"Grupo A",434,1,50,0,0,0,1,327,2392,1433,4,"Amber drove the car to you","06/13/2017","comprehension","n","n","n",959,NA,"","",1,NA,NA,NA
2695,0,"Grupo A",434,1,55,1,1,0,1,369,2381,1270,38,"You paid Amanda tribute","06/13/2017","comprehension","n","n","n",1111,NA,"","",1,NA,NA,NA
2698,0,"Grupo A",434,1,58,0,0,0,1,380,2027,1559,8,"Courtney handed you the notebook","06/13/2017","comprehension","n","n","n",468,NA,"","",1,NA,NA,NA
2703,0,"Grupo A",434,1,63,0,1,0,1,294,2905,1936,21,"You forked over the cash to Alex","06/13/2017","comprehension","n","n","n",969,NA,"","",0,NA,NA,NA
2705,0,"Grupo A",434,1,65,0,1,0,1,336,3194,1186,26,"You threw Diane the pen","06/13/2017","comprehension","n","n","n",2008,NA,"","",0,NA,NA,NA
2715,0,"Grupo A",434,1,75,1,1,0,1,317,2142,1856,33,"You transmitted the orders to Sara","06/13/2017","comprehension","n","n","n",286,NA,"","",1,NA,NA,NA
2725,0,"Grupo A",435,2,5,0,0,0,1,179,1385,1698,15,"Jesse gave you another chance","06/13/2017","listening   and comprehension{.}","n","y","n",-313,NA,"","",1,NA,NA,NA
2727,0,"Grupo A",435,2,7,0,0,0,1,143,1188,1022,19,"He taught you a lesson","06/13/2017","listening   and comprehension{.}","n","y","n",166,NA,"","",1,NA,NA,NA
2729,0,"Grupo A",435,2,9,0,0,0,1,65,1526,1369,14,"Jenni sang you a song","06/13/2017","listening   and comprehension{.}","n","y","n",157,NA,"","",1,NA,NA,NA
2731,0,"Grupo A",435,2,11,1,0,0,1,128,1709,1534,2,"Helen awarded a medal to you","06/13/2017","listening   and comprehension{.}","n","y","n",175,NA,"","",0,NA,NA,NA
2732,0,"Grupo A",435,2,12,0,0,0,1,144,2018,1390,18,"Your sister blew you a kiss","06/13/2017","listening   and comprehension{.}","n","y","n",628,NA,"","",1,NA,NA,NA
2738,0,"Grupo A",435,2,18,1,1,0,1,116,1792,1567,25,"You handed the puppy to Katie","06/13/2017","listening   and comprehension{.}","n","y","n",225,NA,"","",1,NA,NA,NA
2742,0,"Grupo A",435,2,22,1,0,0,1,120,2136,1489,3,"Jack kicked the football to you","06/13/2017","listening   and comprehension{.}","n","y","n",647,NA,"","",0,NA,NA,NA
2748,0,"Grupo A",435,2,28,0,0,0,1,62,2208,1472,20,"Andy pitched you the idea","06/13/2017","listening   and comprehension{.}","n","y","n",736,NA,"","",1,NA,NA,NA
2749,0,"Grupo A",435,2,29,1,1,0,1,15,2058,1637,22,"You donated money to Vincent","06/13/2017","listening   and comprehension{.}","n","y","n",421,NA,"","",1,NA,NA,NA
2752,0,"Grupo A",435,2,32,1,0,0,1,175,2143,1559,8,"Courtney handed you the notebook","06/13/2017","listening   and comprehension{.}","n","y","n",584,NA,"","",0,NA,NA,NA
2756,0,"Grupo A",435,2,36,0,0,0,1,69,1739,1696,13,"John dedicated the song to you","06/13/2017","listening   and comprehension{.}","n","y","n",43,NA,"","",1,NA,NA,NA
2759,0,"Grupo A",435,2,39,1,1,0,1,139,1889,1427,30,"You poured your dad some water","06/13/2017","listening   and comprehension{.}","n","y","n",462,NA,"","",1,NA,NA,NA
2761,0,"Grupo A",435,2,41,0,1,0,1,96,1652,1371,32,"You sold the land to Mike","06/13/2017","listening   and comprehension{.}","n","y","n",281,NA,"","",0,NA,NA,NA
2762,0,"Grupo A",435,2,42,0,1,0,1,72,2304,2034,35,"You transferred responsibility to Anna","06/13/2017","listening   and comprehension{.}","n","y","n",270,NA,"","",0,NA,NA,NA
2769,0,"Grupo A",435,2,49,0,1,0,1,91,1640,1407,40,"You sent your family regards","06/13/2017","listening   and comprehension{.}","n","y","n",233,NA,"","",0,NA,NA,NA
2770,0,"Grupo A",435,2,50,1,1,0,1,118,2138,1186,26,"You threw Diane the pen","06/13/2017","listening   and comprehension{.}","n","y","n",952,NA,"","",1,NA,NA,NA
2773,0,"Grupo A",435,2,53,1,1,0,1,180,1576,1620,28,"You shot Shawn the rubber band","06/13/2017","listening   and comprehension{.}","n","y","n",-44,NA,"","",1,NA,NA,NA
2774,0,"Grupo A",435,2,54,0,1,0,1,74,2042,1724,37,"Ian received the complaint from you","06/13/2017","listening   and comprehension{.}","n","y","n",318,NA,"","",0,NA,NA,NA
2782,0,"Grupo A",435,2,62,0,0,0,1,90,1961,1746,12,"Tiana devoted her time to you","06/13/2017","listening   and comprehension{.}","n","y","n",215,NA,"","",1,NA,NA,NA
2790,0,"Grupo A",435,2,70,1,0,0,1,151,1714,1396,6,"Christine bought you ice cream","06/13/2017","listening   and comprehension{.}","n","y","n",318,NA,"","",0,NA,NA,NA
2793,0,"Grupo A",435,2,73,1,0,0,1,157,2166,1322,9,"Paul hit you the baseball","06/13/2017","listening   and comprehension{.}","n","y","n",844,NA,"","",0,NA,NA,NA
2794,0,"Grupo A",435,2,74,1,0,0,1,169,1706,1503,1,"Andy delivered the pizza to you","06/13/2017","listening   and comprehension{.}","n","y","n",203,NA,"","",0,NA,NA,NA
2799,0,"Grupo A",435,2,79,0,1,0,1,38,1371,1270,38,"You paid Amanda tribute","06/13/2017","listening   and comprehension{.}","n","y","n",101,NA,"","",0,NA,NA,NA
2802,0,"Grupo B",436,4,2,0,0,0,1,692,3510,2184,14,"The policeman radioed the message to you","06/17/2017","listening and comprehension","y","y","n",1326,NA,"","",1,NA,NA,NA
2804,0,"Grupo B",436,4,4,0,1,0,1,598,2227,1635,35,"You gave Jesse another chance","06/17/2017","listening and comprehension","y","y","n",592,NA,"","",0,NA,NA,NA
2807,0,"Grupo B",436,4,7,1,0,0,1,495,2278,1473,10,"Your dad poured you some water","06/17/2017","listening and comprehension","y","y","n",805,NA,"","",0,NA,NA,NA
2811,0,"Grupo B",436,4,11,0,0,0,1,549,2403,1724,17,"You received the complaint from Ian","06/17/2017","listening and comprehension","y","y","n",679,NA,"","",1,NA,NA,NA
2812,0,"Grupo B",436,4,12,0,0,0,1,668,2262,1501,12,"Mike sold the land to you","06/17/2017","listening and comprehension","y","y","n",761,NA,"","",1,NA,NA,NA
2821,0,"Grupo B",436,4,21,1,0,0,1,626,2067,1523,7,"Joe kicked you the soccer ball","06/17/2017","listening and comprehension","y","y","n",544,NA,"","",0,NA,NA,NA
2822,0,"Grupo B",436,4,22,1,1,0,1,511,2244,1293,29,"You hit Paul the baseball","06/17/2017","listening and comprehension","y","y","n",951,NA,"","",1,NA,NA,NA
2824,0,"Grupo B",436,4,24,1,0,0,1,548,2187,1460,3,"Mark dealt the cards to you","06/17/2017","listening and comprehension","y","y","n",727,NA,"","",0,NA,NA,NA
2825,0,"Grupo B",436,4,25,1,0,0,1,470,2740,1684,2,"Vincent donated money to you","06/17/2017","listening and comprehension","y","y","n",1056,NA,"","",0,NA,NA,NA
2827,0,"Grupo B",436,4,27,1,0,0,1,463,2779,1693,4,"Jeff entrusted the key to you","06/17/2017","listening and comprehension","y","y","n",1086,NA,"","",0,NA,NA,NA
2830,0,"Grupo B",436,4,30,1,0,0,1,426,1904,1347,9,"Mike rolled you the marble","06/17/2017","listening and comprehension","y","y","n",557,NA,"","",0,NA,NA,NA
2832,0,"Grupo B",436,4,32,0,1,0,1,575,3241,1639,33,"You dedicated the song to John","06/17/2017","listening and comprehension","y","y","n",1602,NA,"","",0,NA,NA,NA
2836,0,"Grupo B",436,4,36,1,1,0,1,541,1966,1439,26,"You bought Christine ice cream","06/17/2017","listening and comprehension","y","y","n",527,NA,"","",1,NA,NA,NA
2844,0,"Grupo B",436,4,44,0,0,0,1,516,2497,1874,13,"Sara transmitted the orders to you","06/17/2017","listening and comprehension","y","y","n",623,NA,"","",1,NA,NA,NA
2846,0,"Grupo B",436,4,46,1,1,0,1,463,2299,1681,21,"You delivered the Pizza to Andy","06/17/2017","listening and comprehension","y","y","n",618,NA,"","",1,NA,NA,NA
2847,0,"Grupo B",436,4,47,0,0,0,1,542,2169,1647,16,"Dan confessed his secret to you","06/17/2017","listening and comprehension","y","y","n",522,NA,"","",1,NA,NA,NA
2849,0,"Grupo B",436,4,49,1,0,0,1,445,3338,1623,8,"Shawn shot you the rubber band","06/17/2017","listening and comprehension","y","y","n",1715,NA,"","",0,NA,NA,NA
2850,0,"Grupo B",436,4,50,0,0,0,1,497,2884,2138,15,"Anna transferred responsibility to you","06/17/2017","listening and comprehension","y","y","n",746,NA,"","",1,NA,NA,NA
2855,0,"Grupo B",436,4,55,0,1,0,1,483,2278,1390,34,"You sang Jenni a song","06/17/2017","listening and comprehension","y","y","n",888,NA,"","",0,NA,NA,NA
2858,0,"Grupo B",436,4,58,1,0,0,1,543,2277,1579,5,"Katie handed the puppy to you","06/17/2017","listening and comprehension","y","y","n",698,NA,"","",0,NA,NA,NA
2859,0,"Grupo B",436,4,59,0,1,0,1,654,2509,1507,40,"You pitched Andy the idea","06/17/2017","listening and comprehension","y","y","n",1002,NA,"","",0,NA,NA,NA
2862,0,"Grupo B",436,4,62,1,1,0,1,643,2180,1321,24,"You drove the car to Amber","06/17/2017","listening and comprehension","y","y","n",859,NA,"","",1,NA,NA,NA
2867,0,"Grupo B",436,4,67,0,0,0,1,589,1832,1277,19,"Liz told you the story","06/17/2017","listening and comprehension","y","y","n",555,NA,"","",1,NA,NA,NA
2869,0,"Grupo B",436,4,69,1,1,0,1,649,2088,1483,23,"You kicked the football to Jack","06/17/2017","listening and comprehension","y","y","n",605,NA,"","",1,NA,NA,NA
2870,0,"Grupo B",436,4,70,0,1,0,1,649,2184,1579,37,"You offered Chris some writing tips","06/17/2017","listening and comprehension","y","y","n",605,NA,"","",0,NA,NA,NA
2875,0,"Grupo B",436,4,75,1,1,0,1,533,2261,1511,28,"You handed Courtney the notebook","06/17/2017","listening and comprehension","y","y","n",750,NA,"","",1,NA,NA,NA
2884,0,"Grupo B",437,3,4,1,0,0,1,291,2720,1647,16,"Dan confessed his secret to you","06/17/2017","listening and comprehension","n","n","n",1073,NA,"","",0,NA,NA,NA
2886,0,"Grupo B",437,3,6,1,1,0,1,298,1700,1126,39,"You taught him a lesson","06/17/2017","listening and comprehension","n","n","n",574,NA,"","",1,NA,NA,NA
2888,0,"Grupo B",437,3,8,0,0,0,1,735,2717,1684,2,"Vincent donated money to you","06/17/2017","listening and comprehension","n","n","n",1033,NA,"","",1,NA,NA,NA
2897,0,"Grupo B",437,3,17,0,0,0,1,341,2463,1233,6,"Diane threw you the pen","06/17/2017","listening and comprehension","n","n","n",1230,NA,"","",1,NA,NA,NA
2902,0,"Grupo B",437,3,22,0,0,0,1,436,2958,1646,1,"Alex forked over the cash to you","06/17/2017","listening and comprehension","n","n","n",1312,NA,"","",1,NA,NA,NA
2903,0,"Grupo B",437,3,23,0,0,0,1,387,2466,1693,4,"Jeff entrusted the key to you","06/17/2017","listening and comprehension","n","n","n",773,NA,"","",1,NA,NA,NA
2907,0,"Grupo B",437,3,27,0,0,0,1,397,3642,1623,8,"Shawn shot you the rubber band","06/17/2017","listening and comprehension","n","n","n",2019,NA,"","",1,NA,NA,NA
2913,0,"Grupo B",437,3,33,0,0,0,1,273,2634,1579,5,"Katie handed the puppy to you","06/17/2017","listening and comprehension","n","n","n",1055,NA,"","",1,NA,NA,NA
2917,0,"Grupo B",437,3,37,0,1,0,1,262,3433,1439,26,"You bought Christine ice cream","06/17/2017","listening and comprehension","n","n","n",1994,NA,"","",0,NA,NA,NA
2920,0,"Grupo B",437,3,40,1,0,0,1,214,2534,1501,12,"Mike sold the land to you","06/17/2017","listening and comprehension","n","n","n",1033,NA,"","",0,NA,NA,NA
2922,0,"Grupo B",437,3,42,0,1,0,1,343,2320,1681,21,"You delivered the Pizza to Andy","06/17/2017","listening and comprehension","n","n","n",639,NA,"","",0,NA,NA,NA
2924,0,"Grupo B",437,3,44,1,0,0,1,306,2314,1371,20,"Your family sent you regards","06/17/2017","listening and comprehension","n","n","n",943,NA,"","",0,NA,NA,NA
