"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff"
3662,0,446,1,62,1,1,0,1,369,2284,1310,39,"You told Liz the story","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","y",974
3669,0,446,1,69,0,0,0,1,259,1799,1503,1,"Andy delivered the pizza to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","y",296
3674,0,446,1,74,0,1,0,1,234,2501,1645,27,"You kicked Joe the soccer ball","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","y",856
3678,0,446,1,78,1,0,0,1,328,1935,1696,13,"John dedicated the song to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","y",239
3681,1,447,4,1,1,0,0,1,415,1862,1623,8,"Shawn shot you the rubber band","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",239
3683,0,447,4,3,0,0,0,1,617,2266,1874,13,"Sara transmitted the orders to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",392
3686,0,447,4,6,0,1,0,1,547,2229,1307,38,"You blew your sister a kiss","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",922
3687,0,447,4,7,0,0,0,1,390,2755,1501,12,"Mike sold the land to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1254
3689,0,447,4,9,1,0,0,1,350,2110,1523,7,"Joe kicked you the soccer ball","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",587
3692,0,447,4,12,0,1,0,1,384,2197,1579,37,"You offered Chris some writing tips","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",618
3694,0,447,4,14,1,0,0,1,748,2414,1684,2,"Vincent donated money to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",730
3697,0,447,4,17,1,0,0,1,422,3558,1473,10,"Your dad poured you some water","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",2085
3698,0,447,4,18,1,1,0,1,378,1972,1439,26,"You bought Christine ice cream","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",533
3699,0,447,4,19,0,1,0,1,633,2078,1126,39,"You taught him a lesson","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",952
3701,0,447,4,21,1,0,0,1,335,2835,1579,5,"Katie handed the puppy to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1256
3706,0,447,4,26,0,1,0,1,493,2669,1635,35,"You gave Jesse another chance","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1034
3708,0,447,4,28,0,0,0,1,1213,2772,1002,11,"Heather slipped you a note","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1770
3709,0,447,4,29,0,1,0,1,473,1966,1647,32,"You devoted your time to Tiana","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",319
3710,0,447,4,30,0,1,0,1,381,2037,1390,34,"You sang Jenni a song","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",647
3716,0,447,4,36,0,0,0,1,527,2578,2138,15,"Anna transferred responsibility to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",440
3719,0,447,4,39,0,1,0,1,471,2259,1639,33,"You dedicated the song to John","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",620
3720,0,447,4,40,0,0,0,1,550,2529,1724,17,"You received the complaint from Ian","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",805
3728,0,447,4,48,1,0,0,1,422,2165,1693,4,"Jeff entrusted the key to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",472
3731,0,447,4,51,1,1,0,1,409,2300,1511,28,"You handed Courtney the notebook","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",789
3735,0,447,4,55,1,1,0,1,253,3499,2109,27,"You slid Sally the cafeteria tray","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1390
3738,0,447,4,58,1,0,0,1,310,1730,1347,9,"Mike rolled you the marble","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",383
3739,0,447,4,59,0,0,0,1,517,1964,1647,16,"Dan confessed his secret to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",317
3743,0,447,4,63,0,0,0,1,409,2404,1371,20,"Your family sent you regards","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1033
3749,0,447,4,69,0,0,0,1,666,1409,1277,19,"Liz told you the story","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",132
3753,0,447,4,73,1,1,0,1,938,2233,1483,23,"You kicked the football to Jack","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",750
3755,0,447,4,75,1,1,0,1,454,1760,1293,29,"You hit Paul the baseball","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",467
3756,0,447,4,76,1,1,0,1,395,1881,1681,21,"You delivered the Pizza to Andy","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",200
3761,1,448,3,1,1,1,0,1,462,4015,1647,32,"You devoted your time to Tiana","06/23/2017","listening comprehension and attention","y","y","y",2368
3763,0,448,3,3,0,1,0,1,567,2223,1744,30,"You conveyed the message to Adam","06/23/2017","listening comprehension and attention","y","y","y",479
3764,0,448,3,4,1,0,0,1,551,3644,2184,14,"The policeman radioed the message to you","06/23/2017","listening comprehension and attention","y","y","y",1460
3768,0,448,3,8,0,1,0,1,431,2747,1485,22,"You awarded a medal to Helen","06/23/2017","listening comprehension and attention","y","y","y",1262
3773,0,448,3,13,0,0,0,1,581,3320,1523,7,"Joe kicked you the soccer ball","06/23/2017","listening comprehension and attention","y","y","y",1797
3775,0,448,3,15,0,1,0,1,595,3411,2109,27,"You slid Sally the cafeteria tray","06/23/2017","listening comprehension and attention","y","y","y",1302
3778,0,448,3,18,1,0,0,1,415,3641,1371,20,"Your family sent you regards","06/23/2017","listening comprehension and attention","y","y","y",2270
3779,0,448,3,19,1,1,0,1,474,2430,1639,33,"You dedicated the song to John","06/23/2017","listening comprehension and attention","y","y","y",791
3782,0,448,3,22,1,1,0,1,480,3356,1390,34,"You sang Jenni a song","06/23/2017","listening comprehension and attention","y","y","y",1966
3789,0,448,3,29,1,0,0,1,717,2707,1277,19,"Liz told you the story","06/23/2017","listening comprehension and attention","y","y","y",1430
3790,0,448,3,30,0,1,0,1,496,2378,1439,26,"You bought Christine ice cream","06/23/2017","listening comprehension and attention","y","y","y",939
3793,0,448,3,33,0,0,0,1,522,3481,1646,1,"Alex forked over the cash to you","06/23/2017","listening comprehension and attention","y","y","y",1835
3796,0,448,3,36,1,0,0,1,603,2380,1647,16,"Dan confessed his secret to you","06/23/2017","listening comprehension and attention","y","y","y",733
3803,0,448,3,43,1,1,0,1,526,2279,1635,35,"You gave Jesse another chance","06/23/2017","listening comprehension and attention","y","y","y",644
3804,0,448,3,44,1,1,0,1,604,2340,1126,39,"You taught him a lesson","06/23/2017","listening comprehension and attention","y","y","y",1214
3805,0,448,3,45,1,0,0,1,611,3098,2138,15,"Anna transferred responsibility to you","06/23/2017","listening comprehension and attention","y","y","y",960
3806,0,448,3,46,1,0,0,1,456,3836,1724,17,"You received the complaint from Ian","06/23/2017","listening comprehension and attention","y","y","y",2112
3807,0,448,3,47,0,0,0,1,430,2858,1579,5,"Katie handed the puppy to you","06/23/2017","listening comprehension and attention","y","y","y",1279
3810,0,448,3,50,0,0,0,1,616,3507,1693,4,"Jeff entrusted the key to you","06/23/2017","listening comprehension and attention","y","y","y",1814
3821,0,448,3,61,0,1,0,1,633,2521,1681,21,"You delivered the Pizza to Andy","06/23/2017","listening comprehension and attention","y","y","y",840
3822,0,448,3,62,1,0,0,1,673,2895,1501,12,"Mike sold the land to you","06/23/2017","listening comprehension and attention","y","y","y",1394
3826,0,448,3,66,1,0,0,1,515,3570,1874,13,"Sara transmitted the orders to you","06/23/2017","listening comprehension and attention","y","y","y",1696
3827,0,448,3,67,0,1,0,1,515,3962,1483,23,"You kicked the football to Jack","06/23/2017","listening comprehension and attention","y","y","y",2479
3830,0,448,3,70,0,1,0,1,444,4387,1511,28,"You handed Courtney the notebook","06/23/2017","listening comprehension and attention","y","y","y",2876
3838,0,448,3,78,0,0,0,1,615,4542,1623,8,"Shawn shot you the rubber band","06/23/2017","listening comprehension and attention","y","y","y",2919
3841,1,449,4,1,0,1,0,1,127,1895,1639,33,"You dedicated the song to John","07/18/2017","language comprehension","y","y","y",256
3843,0,449,4,3,0,0,0,1,175,1700,1277,19,"Liz told you the story","07/18/2017","language comprehension","y","y","y",423
3844,0,449,4,4,1,0,0,1,210,2248,1233,6,"Diane threw you the pen","07/18/2017","language comprehension","y","y","y",1015
3847,0,449,4,7,0,0,0,1,147,2549,2184,14,"The policeman radioed the message to you","07/18/2017","language comprehension","y","y","y",365
3849,0,449,4,9,1,0,0,1,232,2092,1523,7,"Joe kicked you the soccer ball","07/18/2017","language comprehension","y","y","y",569
3851,0,449,4,11,1,1,0,1,263,2090,1744,30,"You conveyed the message to Adam","07/18/2017","language comprehension","y","y","y",346
3853,0,449,4,13,0,1,0,1,191,2194,1635,35,"You gave Jesse another chance","07/18/2017","language comprehension","y","y","y",559
3858,0,449,4,18,0,1,0,1,203,1803,1647,32,"You devoted your time to Tiana","07/18/2017","language comprehension","y","y","y",156
3859,0,449,4,19,0,1,0,1,177,1973,1579,37,"You offered Chris some writing tips","07/18/2017","language comprehension","y","y","y",394
3860,0,449,4,20,0,1,0,1,183,1549,1126,39,"You taught him a lesson","07/18/2017","language comprehension","y","y","y",423
3863,0,449,4,23,0,0,0,1,120,1978,1304,18,"Amanda paid you tribute","07/18/2017","language comprehension","y","y","y",674
3867,0,449,4,27,0,0,0,1,327,1765,1501,12,"Mike sold the land to you","07/18/2017","language comprehension","y","y","y",264
3869,0,449,4,29,1,0,0,1,249,2776,1623,8,"Shawn shot you the rubber band","07/18/2017","language comprehension","y","y","y",1153
3872,0,449,4,32,0,0,0,1,167,2264,1371,20,"Your family sent you regards","07/18/2017","language comprehension","y","y","y",893
3873,0,449,4,33,1,1,0,1,197,3311,1439,26,"You bought Christine ice cream","07/18/2017","language comprehension","y","y","y",1872
3878,0,449,4,38,1,0,0,1,294,2292,1460,3,"Mark dealt the cards to you","07/18/2017","language comprehension","y","y","y",832
3879,0,449,4,39,1,1,0,1,261,1732,1511,28,"You handed Courtney the notebook","07/18/2017","language comprehension","y","y","y",221
3883,0,449,4,43,0,1,0,1,215,1980,1307,38,"You blew your sister a kiss","07/18/2017","language comprehension","y","y","y",673
3887,0,449,4,47,1,1,0,1,311,1837,1321,24,"You drove the car to Amber","07/18/2017","language comprehension","y","y","y",516
3888,0,449,4,48,1,0,0,1,322,1761,1684,2,"Vincent donated money to you","07/18/2017","language comprehension","y","y","y",77
3889,0,449,4,49,0,0,0,1,292,2004,1874,13,"Sara transmitted the orders to you","07/18/2017","language comprehension","y","y","y",130
3893,0,449,4,53,1,1,0,1,288,3423,2109,27,"You slid Sally the cafeteria tray","07/18/2017","language comprehension","y","y","y",1314
3899,0,449,4,59,0,0,0,1,247,2192,2138,15,"Anna transferred responsibility to you","07/18/2017","language comprehension","y","y","y",54
3906,0,449,4,66,0,1,0,1,273,1808,1390,34,"You sang Jenni a song","07/18/2017","language comprehension","y","y","y",418
3907,0,449,4,67,0,1,0,1,283,2108,1796,36,"You lavished Steve with praise","07/18/2017","language comprehension","y","y","y",312
3908,0,449,4,68,1,0,0,1,277,1644,1473,10,"Your dad poured you some water","07/18/2017","language comprehension","y","y","y",171
3910,0,449,4,70,1,0,0,1,299,2214,1579,5,"Katie handed the puppy to you","07/18/2017","language comprehension","y","y","y",635
3912,0,449,4,72,1,1,0,1,242,1888,1681,21,"You delivered the Pizza to Andy","07/18/2017","language comprehension","y","y","y",207
3913,0,449,4,73,1,1,0,1,218,2481,1293,29,"You hit Paul the baseball","07/18/2017","language comprehension","y","y","y",1188
3915,0,449,4,75,1,1,0,1,285,2014,1483,23,"You kicked the football to Jack","07/18/2017","language comprehension","y","y","y",531
3918,0,449,4,78,0,0,0,1,237,2730,1647,16,"Dan confessed his secret to you","07/18/2017","language comprehension","y","y","y",1083
3919,0,449,4,79,0,0,0,1,267,1555,1002,11,"Heather slipped you a note","07/18/2017","language comprehension","y","y","y",553
3922,0,450,1,2,1,1,0,1,383,2755,1856,33,"You transmitted the orders to Sara","06/23/2017","Grammar and comprehension","y","y","y",899
3927,0,450,1,7,1,1,0,1,291,2646,1724,37,"Ian received the complaint from you","06/23/2017","Grammar and comprehension","y","y","y",922
3930,0,450,1,10,1,1,0,1,317,3367,2034,35,"You transferred responsibility to Anna","06/23/2017","Grammar and comprehension","y","y","y",1333
3931,0,450,1,11,1,1,0,1,370,2654,1407,40,"You sent your family regards","06/23/2017","Grammar and comprehension","y","y","y",1247
3935,0,450,1,15,1,0,0,1,253,2378,1022,19,"He taught you a lesson","06/23/2017","Grammar and comprehension","y","y","y",1356
3936,0,450,1,16,1,0,0,1,252,2694,1698,15,"Jesse gave you another chance","06/23/2017","Grammar and comprehension","y","y","y",996
3939,0,450,1,19,0,0,0,1,232,2297,1503,1,"Andy delivered the pizza to you","06/23/2017","Grammar and comprehension","y","y","y",794
3941,0,450,1,21,1,1,0,1,364,1814,1371,32,"You sold the land to Mike","06/23/2017","Grammar and comprehension","y","y","y",443
3943,0,450,1,23,0,1,0,1,457,3069,1364,29,"You rolled Mike the marble","06/23/2017","Grammar and comprehension","y","y","y",1705
3944,0,450,1,24,1,1,0,1,427,1930,1310,39,"You told Liz the story","06/23/2017","Grammar and comprehension","y","y","y",620
3947,0,450,1,27,0,1,0,1,371,2170,1637,22,"You donated money to Vincent","06/23/2017","Grammar and comprehension","y","y","y",533
3951,0,450,1,31,1,0,0,1,287,2315,1508,17,"Chris offered you some writing tips","06/23/2017","Grammar and comprehension","y","y","y",807
3959,0,450,1,39,0,1,0,1,589,2782,1567,25,"You handed the puppy to Katie","06/23/2017","Grammar and comprehension","y","y","y",1215
3960,0,450,1,40,0,0,0,1,443,2369,1396,6,"Christine bought you ice cream","06/23/2017","Grammar and comprehension","y","y","y",973
3961,0,450,1,41,0,0,0,1,379,2978,1433,4,"Amber drove the car to you","06/23/2017","Grammar and comprehension","y","y","y",1545
3964,0,450,1,44,1,0,0,1,442,2198,1390,18,"Your sister blew you a kiss","06/23/2017","Grammar and comprehension","y","y","y",808
3967,0,450,1,47,1,0,0,1,427,2237,1369,14,"Jenni sang you a song","06/23/2017","Grammar and comprehension","y","y","y",868
3972,0,450,1,52,0,0,0,1,394,1878,1559,8,"Courtney handed you the notebook","06/23/2017","Grammar and comprehension","y","y","y",319
3974,0,450,1,54,1,0,0,1,341,2211,1696,13,"John dedicated the song to you","06/23/2017","Grammar and comprehension","y","y","y",515
3977,0,450,1,57,0,0,0,1,294,3253,1489,3,"Jack kicked the football to you","06/23/2017","Grammar and comprehension","y","y","y",1764
3987,0,450,1,67,0,0,0,1,467,3392,1704,10,"Adam conveyed the message to you","06/23/2017","Grammar and comprehension","y","y","y",1688
3989,0,450,1,69,1,0,0,1,445,2063,1746,12,"Tiana devoted her time to you","06/23/2017","Grammar and comprehension","y","y","y",317
3995,0,450,1,75,1,1,0,1,489,3113,1270,38,"You paid Amanda tribute","06/23/2017","Grammar and comprehension","y","y","y",1843
4006,0,451,3,6,1,0,0,1,378,2526,1501,12,"Mike sold the land to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1025
4009,0,451,3,9,0,1,0,1,484,2707,1439,26,"You bought Christine ice cream","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1268
4012,0,451,3,12,1,1,0,1,426,2470,1307,38,"You blew your sister a kiss","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1163
4015,0,451,3,15,0,1,0,1,468,2372,1483,23,"You kicked the football to Jack","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",889
4019,0,451,3,19,0,0,0,1,462,3571,1523,7,"Joe kicked you the soccer ball","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",2048
4020,0,451,3,20,0,1,0,1,392,2862,1744,30,"You conveyed the message to Adam","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1118
4021,0,451,3,21,1,0,0,1,408,2233,1371,20,"Your family sent you regards","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",862
4022,0,451,3,22,1,0,0,1,347,2900,1874,13,"Sara transmitted the orders to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1026
4023,0,451,3,23,0,0,0,1,394,2676,1347,9,"Mike rolled you the marble","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1329
4026,0,451,3,26,1,1,0,1,258,3066,1390,34,"You sang Jenni a song","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1676
4031,0,451,3,31,1,1,0,1,374,2937,1579,37,"You offered Chris some writing tips","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1358
4040,0,451,3,40,0,0,0,1,519,2764,1579,5,"Katie handed the puppy to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1185
4041,0,451,3,41,0,0,0,1,466,2363,1646,1,"Alex forked over the cash to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",717
4043,0,451,3,43,0,0,0,1,670,2537,1693,4,"Jeff entrusted the key to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",844
4045,0,451,3,45,1,0,0,1,276,2988,2138,15,"Anna transferred responsibility to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",850
4048,0,451,3,48,0,1,0,1,378,2151,1746,25,"You dispensed the rations to Kelly","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",405
4049,0,451,3,49,1,0,0,1,327,1842,1277,19,"Liz told you the story","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",565
4052,0,451,3,52,0,0,0,1,375,2308,1233,6,"Diane threw you the pen","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1075
4055,0,451,3,55,0,0,0,1,309,2302,1460,3,"Mark dealt the cards to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",842
4058,0,451,3,58,1,1,0,1,281,1772,1126,39,"You taught him a lesson","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",646
4061,0,451,3,61,1,1,0,1,292,2591,1635,35,"You gave Jesse another chance","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",956
4062,0,451,3,62,1,1,0,1,299,2100,1639,33,"You dedicated the song to John","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",461
4068,0,451,3,68,0,0,0,1,376,3248,1684,2,"Vincent donated money to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1564
4074,0,451,3,74,0,1,0,1,346,1856,1681,21,"You delivered the Pizza to Andy","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",175
4076,0,451,3,76,0,0,0,1,445,2828,1473,10,"Your dad poured you some water","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1355
4078,0,451,3,78,0,1,0,1,324,3265,1511,28,"You handed Courtney the notebook","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1754
4079,0,451,3,79,1,1,0,1,347,2055,1647,32,"You devoted your time to Tiana","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",408
4083,0,452,2,3,0,1,0,1,474,2727,2034,35,"You transferred responsibility to Anna","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",693
4086,0,452,2,6,0,0,0,1,507,1967,1390,18,"Your sister blew you a kiss","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",577
4087,0,452,2,7,1,0,0,1,532,1978,1489,3,"Jack kicked the football to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",489
4088,0,452,2,8,1,0,0,1,553,2832,1875,5,"Kelly dispensed the rations to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",957
4090,0,452,2,10,0,1,0,1,487,2189,1182,31,"You slipped Heather a note","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1007
4091,0,452,2,11,0,1,0,1,476,2024,1270,38,"You paid Amanda tribute","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",754
4092,0,452,2,12,0,1,0,1,1104,2378,1600,36,"You confessed your secret to Dan","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",778
4094,0,452,2,14,1,1,0,1,397,2481,1364,29,"You rolled Mike the marble","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1117
4096,0,452,2,16,1,1,0,1,346,2628,1427,30,"You poured your dad some water","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1201
4100,0,452,2,20,1,0,0,1,466,2010,1559,8,"Courtney handed you the notebook","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",451
4103,0,452,2,23,1,0,0,1,1290,2746,1704,10,"Adam conveyed the message to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1042
4105,0,452,2,25,1,0,0,1,343,2402,1534,2,"Helen awarded a medal to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",868
4107,0,452,2,27,0,0,0,1,484,1794,1369,14,"Jenni sang you a song","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",425
4108,0,452,2,28,0,1,0,1,500,2304,1856,33,"You transmitted the orders to Sara","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",448
4110,0,452,2,30,1,1,0,1,491,1858,1637,22,"You donated money to Vincent","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",221
4111,0,452,2,31,1,1,0,1,445,2720,1634,24,"You entrusted the key to Jeff","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1086
4113,0,452,2,33,1,1,0,1,697,2228,1422,23,"You dealt the cards to Mark","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",806
4114,0,452,2,34,1,0,0,1,521,2109,1503,1,"Andy delivered the pizza to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",606
4115,0,452,2,35,0,1,0,1,731,2254,1724,37,"Ian received the complaint from you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",530
4117,0,452,2,37,0,0,0,1,494,2068,1696,13,"John dedicated the song to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",372
4119,0,452,2,39,0,0,0,1,811,2304,1805,11,"Art bestowed the honor upon you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",499
4122,0,452,2,42,1,1,0,1,523,2273,1620,28,"You shot Shawn the rubber band","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",653
4123,0,452,2,43,0,0,0,1,488,2234,1746,12,"Tiana devoted her time to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",488
4126,0,452,2,46,0,0,0,1,573,1830,1472,20,"Andy pitched you the idea","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",358
4130,0,452,2,50,1,0,0,1,567,2246,1322,9,"Paul hit you the baseball","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",924
4140,0,452,2,60,0,0,0,1,438,1698,1022,19,"He taught you a lesson","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",676
4141,0,452,2,61,0,1,0,1,546,2641,2065,34,"You radioed the message to the policeman","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",576
4142,0,452,2,62,1,0,0,1,479,2256,1433,4,"Amber drove the car to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",823
4147,0,452,2,67,0,1,0,1,545,1889,1310,39,"You told Liz the story","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",579
4148,0,452,2,68,0,1,0,1,628,1774,1371,32,"You sold the land to Mike","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",403
4151,0,452,2,71,1,0,0,1,422,2868,1926,7,"Sally slid you the cafeteria tray","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",942
4154,0,452,2,74,0,0,0,1,506,1731,1698,15,"Jesse gave you another chance","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",33
4159,0,452,2,79,1,0,0,1,423,2174,1396,6,"Christine bought you ice cream","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",778
4168,0,453,1,8,0,0,0,1,410,1976,1433,4,"Amber drove the car to you","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",543
4170,0,453,1,10,1,0,0,1,365,2083,1696,13,"John dedicated the song to you","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",387
4174,0,453,1,14,1,1,0,1,372,2708,1182,31,"You slipped Heather a note","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",1526
4176,0,453,1,16,1,1,0,1,338,2305,1407,40,"You sent your family regards","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",898
4179,0,453,1,19,1,0,0,1,366,2363,1390,18,"Your sister blew you a kiss","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",973
4183,0,453,1,23,1,1,0,1,523,2517,2065,34,"You radioed the message to the policeman","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",452
