Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Orden,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.2846207486771,125.801264183768,C,left,0.0214231037433855,21,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.67070279992186,None,right,0,0.8296415000222623,150.77075919997878,None,151.6229429000523,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.37852201017204,126.535788484538,C,left,0.0218926100508602,22,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.7215470999945,None,right,0,1.7392315003089607,152.82143220002763,None,154.58854430005886,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.25567439145484,120.386903009811,D,right,0.031278371957274204,23,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6724433999043,None,left,0,0.7316382001154125,155.77233629999682,None,156.52282500010915,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.0523114968419,126.587300600186,D,right,0.030261557484209497,24,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.60614420007914,None,right,1,0.5730290000792593,157.70630039996468,None,158.30734910001047,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.41260062834569,120.605664566821,C,left,0.022063003141728446,25,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.40619269991294,None,left,1,0.5812070001848042,159.5061661999207,None,160.10641860007308,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.05216671415425,125.659198976421,D,right,0.03026083357077125,26,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.19012099993415,None,right,1,0.6935798001941293,161.29030320001766,None,162.0071437000297,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.32002771151997,122.597908849441,C,left,0.02160013855759985,27,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.09076260006987,None,left,1,0.689103800104931,163.19085859996267,None,163.90767939994112,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.4141078478749,126.44408304964,C,left,0.0220705392393745,28,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.99127479991876,None,left,1,0.5640509002842009,165.0915212999098,None,165.6755540999584,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.03637258606367,128.188400601382,D,right,0.030181862930318347,29,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.75878109992482,None,right,1,0.7167761002201587,166.859076899942,None,167.59277880005538,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.26944446025656,122.068591571108,D,right,0.0313472223012828,30,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.67598749999888,None,right,1,0.5587993001099676,168.77619030000642,None,169.35962369991466,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.31643660305993,127.076288313079,C,left,0.021582183015299652,31,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.44337689992972,None,left,1,0.5363103002309799,170.54335099994205,None,171.11135119991377,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.47845249316683,127.405425974845,C,left,0.02239226246583415,32,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.21036310005002,None,left,1,0.6883223000913858,172.31131209991872,None,173.02769239991903,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.32252191453473,125.478271501645,C,left,0.02161260957267365,33,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.11133529990911,None,right,0,0.620058000087738,174.21224229992367,None,174.86195149994455,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.06424450649709,117.681151191267,D,right,0.03032122253248545,34,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.94544270006008,None,left,0,0.5864456002600491,176.0453282999806,None,176.6622341000475,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.1628173042171,127.790468810692,C,left,0.0208140865210855,35,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.74580670008436,None,left,1,0.5613760000560433,177.8458620000165,None,178.42975730006583,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.13484279870489,128.500178513368,D,right,0.03067421399352445,36,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.51338579994626,None,right,1,0.6988266000989825,179.6130973000545,None,180.32997530000284,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
