"ID","CueDirection","SentenceDirection","liftOffDiff","Grupo","SentDur"
457,1,0,182,Grupo A,1696
457,0,0,315,Grupo A,1489
457,1,0,457,Grupo A,1022
457,0,0,2355,Grupo A,1926
457,1,0,2893,Grupo A,1805
457,1,0,1228,Grupo A,1390
457,1,1,359,Grupo A,1371
457,1,0,291,Grupo A,1472
457,0,1,717,Grupo A,1645
457,1,1,456,Grupo A,1310
457,1,1,487,Grupo A,1270
457,1,0,560,Grupo A,1733
457,0,0,517,Grupo A,1704
457,0,1,488,Grupo A,1427
457,1,1,123,Grupo A,2034
457,1,1,586,Grupo A,1407
457,1,0,434,Grupo A,1746
457,1,0,463,Grupo A,1508
457,1,0,308,Grupo A,1698
457,0,1,290,Grupo A,1637
457,0,0,60,Grupo A,1396
458,0,1,303,Grupo A,1724
458,1,1,1096,Grupo A,1634
458,1,0,266,Grupo A,1534
458,1,1,242,Grupo A,1427
458,0,1,133,Grupo A,1310
458,0,1,272,Grupo A,2034
458,1,0,312,Grupo A,1433
458,1,1,110,Grupo A,1620
458,1,0,432,Grupo A,1559
458,0,1,272,Grupo A,1600
458,0,0,452,Grupo A,1390
458,0,0,315,Grupo A,1508
458,1,1,248,Grupo A,1567
458,1,0,534,Grupo A,1875
458,0,0,270,Grupo A,1022
458,0,1,361,Grupo A,1270
458,1,1,489,Grupo A,1186
458,0,0,213,Grupo A,1369
458,1,0,53,Grupo A,1704
458,1,0,610,Grupo A,1396
458,0,0,859,Grupo A,1472
458,0,1,250,Grupo A,1371
458,0,0,-158,Grupo A,1698
458,1,1,83,Grupo A,1637
458,0,0,267,Grupo A,1746
458,1,0,165,Grupo A,1503
458,0,1,175,Grupo A,1856
458,0,0,212,Grupo A,1696
458,1,0,465,Grupo A,1489
458,0,0,431,Grupo A,1733
458,1,1,315,Grupo A,1422
458,1,1,259,Grupo A,1645
458,0,1,186,Grupo A,2065
458,0,1,412,Grupo A,1407
459,0,0,428,Grupo B,1460
459,0,0,1230,Grupo B,1579
459,1,1,2200,Grupo B,1307
459,0,1,1748,Grupo B,1511
459,1,1,296,Grupo B,1635
459,1,0,681,Grupo B,1724
459,0,1,1136,Grupo B,2109
459,1,0,382,Grupo B,1647
459,1,0,531,Grupo B,1371
459,1,1,327,Grupo B,1579
459,1,1,613,Grupo B,1647
459,0,1,363,Grupo B,1681
459,1,0,333,Grupo B,1277
459,1,1,635,Grupo B,1390
459,0,1,417,Grupo B,1483
459,0,1,925,Grupo B,1439
459,0,0,545,Grupo B,1684
459,0,0,1236,Grupo B,1646
459,0,0,854,Grupo B,1347
459,0,0,593,Grupo B,1523
459,0,0,1272,Grupo B,1233
459,1,0,599,Grupo B,1304
459,0,1,922,Grupo B,1321
459,0,0,712,Grupo B,1473
459,1,0,1055,Grupo B,2184
459,1,0,854,Grupo B,2138
459,0,1,1268,Grupo B,1293
459,1,0,1286,Grupo B,1874
459,1,1,492,Grupo B,1639
459,1,1,488,Grupo B,1126
460,1,0,1270,Grupo B,1684
460,0,0,271,Grupo B,1371
460,0,1,248,Grupo B,1639
460,0,0,407,Grupo B,1874
460,0,1,388,Grupo B,1390
460,0,0,1615,Grupo B,1304
460,1,0,416,Grupo B,1693
460,0,0,337,Grupo B,1501
460,0,1,200,Grupo B,1647
460,1,1,620,Grupo B,1746
460,1,1,1172,Grupo B,1485
460,0,0,255,Grupo B,2138
460,1,1,263,Grupo B,1439
460,1,1,501,Grupo B,1511
460,1,0,479,Grupo B,1347
460,1,1,2589,Grupo B,1321
460,0,1,694,Grupo B,1579
460,0,1,367,Grupo B,1635
460,0,0,526,Grupo B,1647
460,1,0,676,Grupo B,1579
460,1,1,2334,Grupo B,1744
460,0,0,323,Grupo B,1277
460,0,1,3015,Grupo B,1126
460,1,1,259,Grupo B,1681
460,0,0,617,Grupo B,1724
